transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,revenue
41,743,Dorothy Davis,103,1300.0,shirt,CLOTH,online,Delhi,2025-12-22,3,NetBanking,0.1,Dor****,XXXXXX3600,successful,3900.0
42,17,Duane Hall,105,45000.0,tv,Electronics,online,Bangalore,2025-07-11,2,Cash,0.3,Dua****,XXXXXX1149,successful,90000.0
43,861,Tim Brock,105,45000.0,tv,ELEC,offline,Bangalore,2025-05-26,5,Card,0.4,Tim****,XXXXXX1491,successful,225000.0
44,213,Nancy Lee,104,8000.0,shoes,CLOTH,offline,Hyderabad,2025-05-14,3,Card,0.25,Nan****,XXXXXX7242,successful,24000.0
45,220,Maria Walker,104,8000.0,shoes,clothing,offline,Bangalore,2025-11-23,4,Cash,0.15,Mar****,XXXXXX5210,successful,32000.0
46,463,Kevin Cruz,104,8000.0,shoes,Clothing,online,Delhi,2025-04-27,5,UPI,0.1,Kev****,XXXXXX4173,successful,40000.0
47,429,Michael Welch,101,250000.0,laptop,Electronics,offline,Delhi,2025-08-27,4,NetBanking,0.1,Mic****,XXXXXX3250,successful,1000000.0
48,222,Emily Hernandez,108,15000.0,mixer grinder,home appliances,offline,Delhi,2025-07-11,1,Cash,0.25,Emi****,XXXXXX8256,successful,15000.0
49,971,Larry Ramos,103,1300.0,shirt,CLOTH,offline,Chennai,2025-07-10,5,UPI,0.2,Lar****,XXXXXX5114,successful,6500.0
50,670,Fernando Kelly,106,80000.0,sofa,Furniture,offline,Chennai,2025-05-31,5,UPI,0.15,Fer****,XXXXXX4911,successful,400000.0
51,485,James Harris,107,50000.0,dining table,furniture,online,Delhi,2025-07-12,2,Card,0.1,Jam****,XXXXXX7157,successful,100000.0
52,883,Charles David,104,8000.0,shoes,clothing,online,Delhi,2025-07-17,1,Card,0.4,Cha****,XXXXXX7922,successful,8000.0
53,202,Amanda Reed,103,1300.0,shirt,clothing,offline,Delhi,2025-11-03,1,Card,0.15,Ama****,XXXXXX7299,successful,1300.0
54,817,Nicole Ross,107,50000.0,dining table,furniture,offline,Chennai,2025-07-25,3,Cash,0.25,Nic****,XXXXXX9866,successful,150000.0
55,801,Brandi Bryan,104,8000.0,shoes,clothing,online,Delhi,2025-10-01,5,UPI,0.3,Bra****,XXXXXX6583,successful,40000.0
56,284,Erin Richmond,104,8000.0,shoes,Clothing,offline,Chennai,2026-02-20,2,NetBanking,0.4,Eri****,XXXXXX8578,successful,16000.0
57,72,Michael Wood,105,45000.0,tv,ELEC,online,Chennai,2025-12-31,5,Cash,0.2,Mic****,XXXXXX0077,successful,225000.0
57,72,Michael Wood,105,45000.0,tv,ELEC,online,Chennai,2025-12-31,5,Cash,0.2,Mic****,XXXXXX0077,failed,225000.0
58,873,Tracy Bass,101,250000.0,laptop,electronics,offline,Hyderabad,2025-10-28,3,UPI,0.15,Tra****,XXXXXX8034,successful,750000.0
59,854,Dennis Dorsey,108,15000.0,mixer grinder,HOME,online,Hyderabad,2025-07-13,3,NetBanking,0.15,Den****,XXXXXX2116,successful,45000.0
60,874,Samuel Patel,106,64281.60052049447,sofa,FURN,offline,Mumbai,2025-05-20,5,UPI,0.25,Sam****,XXXXXX3067,successful,321408.0026024723
61,507,Thomas Cameron,104,8000.0,shoes,CLOTH,offline,Delhi,2025-12-23,2,Cash,0.3,Tho****,XXXXXX2264,successful,16000.0
62,736,Lisa Lee,104,8000.0,shoes,clothing,offline,Delhi,2025-06-07,4,NetBanking,0.05,Lis****,XXXXXX6221,successful,32000.0
63,182,Kathleen Castro,107,50000.0,dining table,Furniture,offline,Hyderabad,2026-02-25,5,NetBanking,0.35,Kat****,XXXXXX9367,successful,250000.0
64,341,Cory Alvarado,110,45000.0,microwave,home appliances,online,Mumbai,2025-12-14,3,NetBanking,0.1,Cor****,XXXXXX9155,successful,135000.0
65,937,Nicole Woods,108,15000.0,mixer grinder,home appliances,online,Mumbai,2025-04-22,2,NetBanking,0.25,Nic****,XXXXXX9075,successful,30000.0
66,164,Shawn Stewart,104,8000.0,shoes,CLOTH,offline,Chennai,2025-04-16,2,Card,0.3,Sha****,XXXXXX4854,successful,16000.0
67,188,Allison Oliver,109,65000.0,refrigerator,Home Appliances,online,Hyderabad,2026-04-04,3,Cash,0.3,All****,XXXXXX7624,successful,195000.0
68,603,Shawn Roberson,104,8000.0,shoes,Clothing,offline,Chennai,2025-09-30,4,Card,0.15,Sha****,XXXXXX2575,successful,32000.0
69,656,Adam White,104,8000.0,shoes,clothing,online,Hyderabad,2025-08-29,1,NetBanking,0.1,Ada****,XXXXXX8407,successful,8000.0
70,687,Robert Estrada,110,45000.0,microwave,HOME,offline,Hyderabad,2026-04-05,1,UPI,0.1,Rob****,XXXXXX9773,successful,45000.0
71,186,Dawn Garrett,105,45000.0,tv,Electronics,offline,Chennai,2026-01-23,2,Card,0.3,Daw****,XXXXXX0201,successful,90000.0
72,865,Jessica Patterson,102,70000.0,phone,ELEC,online,Hyderabad,2026-04-07,1,UPI,0.2,Jes****,XXXXXX0460,successful,70000.0
73,523,Emily Cohen,101,250000.0,laptop,Electronics,offline,Chennai,2026-03-09,4,Card,0.1,Emi****,XXXXXX9627,successful,1000000.0
75,729,Elizabeth Hunt,108,15000.0,mixer grinder,Home Appliances,online,Mumbai,2025-08-10,1,NetBanking,0.1,Eli****,XXXXXX9121,successful,15000.0
78,874,Samuel Patel,104,8000.0,shoes,clothing,offline,Mumbai,2025-06-11,4,Cash,0.1,Sam****,XXXXXX3067,successful,32000.0
79,977,Gloria Navarro,102,70000.0,phone,electronics,offline,Chennai,2025-05-16,5,UPI,0.3,Glo****,XXXXXX0862,successful,350000.0
80,735,Elizabeth Kemp,108,15000.0,mixer grinder,Home Appliances,online,Bangalore,2025-06-20,5,Cash,0.05,Eli****,XXXXXX1868,successful,75000.0
81,704,Susan Thomas,107,50000.0,dining table,FURN,offline,Chennai,2026-04-14,5,UPI,0.25,Sus****,XXXXXX6032,successful,250000.0
82,578,Kristi Wilson,101,250000.0,laptop,Electronics,online,Chennai,2025-06-18,4,NetBanking,0.4,Kri****,XXXXXX9323,successful,1000000.0
82,578,Kristi Wilson,101,250000.0,laptop,Electronics,online,Chennai,2025-06-18,4,NetBanking,0.4,Kri****,XXXXXX9323,failed,1000000.0
83,11,James Leblanc,110,64281.60052049447,microwave,HOME,online,Delhi,2025-06-28,3,NetBanking,0.2,Jam****,XXXXXX0360,successful,192844.80156148341
84,379,Andres Stokes,105,45000.0,tv,ELEC,offline,Mumbai,2025-11-07,5,UPI,0.2,And****,XXXXXX0361,successful,225000.0
84,379,Andres Stokes,105,45000.0,tv,ELEC,offline,Mumbai,2025-11-07,5,UPI,0.2,And****,XXXXXX0361,failed,225000.0
85,108,Andrew Vazquez,101,250000.0,laptop,Electronics,online,Delhi,2025-08-30,5,Card,0.1,And****,XXXXXX8527,successful,1250000.0
86,427,Kelly Mccormick,103,1300.0,shirt,clothing,offline,Delhi,2026-01-09,4,NetBanking,0.05,Kel****,XXXXXX6970,successful,5200.0
87,454,Larry Perkins,102,70000.0,phone,Electronics,offline,Mumbai,2025-11-04,1,Cash,0.15,Lar****,XXXXXX5336,successful,70000.0
88,975,Jacqueline Doyle,110,45000.0,microwave,Home Appliances,online,Hyderabad,2026-02-02,3,Card,0.2,Jac****,XXXXXX0490,successful,135000.0
89,992,William Rose,107,50000.0,dining table,FURN,online,Hyderabad,2025-12-20,5,Cash,0.15,Wil****,XXXXXX0906,successful,250000.0
90,439,Billy James,102,70000.0,phone,ELEC,offline,Mumbai,2026-03-24,3,Card,0.4,Bil****,XXXXXX7874,successful,210000.0
91,645,Joshua Burton,102,70000.0,phone,Electronics,offline,Mumbai,2026-01-05,1,Cash,0.4,Jos****,XXXXXX6788,successful,70000.0
92,728,Lisa Miller,108,64281.60052049447,mixer grinder,HOME,offline,Chennai,2026-03-28,1,NetBanking,0.05,Lis****,XXXXXX3795,successful,64281.60052049447
93,403,Taylor Ellison,102,70000.0,phone,electronics,offline,Bangalore,2025-12-16,5,UPI,0.15,Tay****,XXXXXX9832,successful,350000.0
94,50,Stacey Henderson,104,8000.0,shoes,CLOTH,online,Mumbai,2025-02-11,4,Cash,0.25,Sta****,XXXXXX2385,successful,32000.0
95,478,Crystal Mejia,107,50000.0,dining table,Furniture,online,Mumbai,2025-07-18,1,Cash,0.4,Cry****,XXXXXX1187,successful,50000.0
96,153,Stephanie Hanna,110,64281.60052049447,microwave,Home Appliances,offline,Hyderabad,2025-12-27,1,Card,0.15,Ste****,XXXXXX8701,successful,64281.60052049447
98,372,Brandon Gordon,105,45000.0,tv,electronics,offline,Mumbai,2025-10-31,5,UPI,0.15,Bra****,XXXXXX1702,successful,225000.0
99,753,Kelly Ball,102,70000.0,phone,Electronics,online,Delhi,2025-10-07,3,Card,0.15,Kel****,XXXXXX2869,successful,210000.0
100,864,Cameron Black,109,65000.0,refrigerator,HOME,online,Chennai,2025-04-20,1,UPI,0.15,Cam****,XXXXXX9477,successful,65000.0
101,645,Joshua Burton,102,70000.0,phone,electronics,online,Mumbai,2026-02-19,1,Card,0.25,Jos****,XXXXXX6788,successful,70000.0
102,1000,Shannon Haley,103,1300.0,shirt,clothing,online,Bangalore,2025-05-30,3,NetBanking,0.15,Sha****,XXXXXX6701,successful,3900.0
103,909,Jacqueline Frye,105,45000.0,tv,ELEC,online,Chennai,2025-09-05,3,Cash,0.35,Jac****,XXXXXX2895,successful,135000.0
104,788,William Wright,107,50000.0,dining table,furniture,offline,Bangalore,2025-06-30,2,UPI,0.15,Wil****,XXXXXX5393,successful,100000.0
105,713,Jason Griffin,107,50000.0,dining table,Furniture,online,Hyderabad,2026-02-26,1,NetBanking,0.05,Jas****,XXXXXX8007,successful,50000.0
106,54,Jessica Hernandez,105,64281.60052049447,tv,electronics,offline,Hyderabad,2026-02-27,2,Card,0.05,Jes****,XXXXXX1854,successful,128563.20104098893
107,89,Joseph Davis,106,80000.0,sofa,furniture,offline,Hyderabad,2025-03-09,4,UPI,0.35,Jos****,XXXXXX8548,successful,320000.0
108,724,Kimberly Winters,103,1300.0,shirt,clothing,offline,Chennai,2025-06-22,4,Card,0.35,Kim****,XXXXXX1493,successful,5200.0
109,128,Ethan Porter,104,8000.0,shoes,Clothing,online,Bangalore,2026-02-03,3,Card,0.2,Eth****,XXXXXX4264,successful,24000.0
110,264,Kelli Johnson,107,50000.0,dining table,Furniture,offline,Bangalore,2025-08-25,2,Cash,0.2,Kel****,XXXXXX6731,successful,100000.0
111,637,Kevin King,106,80000.0,sofa,Furniture,online,Bangalore,2026-02-18,5,Cash,0.1,Kev****,XXXXXX5430,successful,400000.0
112,381,Melissa Garza,102,70000.0,phone,electronics,offline,Hyderabad,2025-09-14,1,Cash,0.15,Mel****,XXXXXX4306,successful,70000.0
113,286,Carmen Sanders,108,15000.0,mixer grinder,Home Appliances,online,Hyderabad,2026-01-12,4,NetBanking,0.4,Car****,XXXXXX0019,successful,60000.0
114,484,Eric Cabrera,101,250000.0,laptop,ELEC,online,Bangalore,2025-04-07,3,NetBanking,0.25,Eri****,XXXXXX8733,successful,750000.0
115,270,Katherine Shaw,107,50000.0,dining table,FURN,online,Chennai,2025-12-16,1,Card,0.1,Kat****,XXXXXX7908,successful,50000.0
116,756,Juan Mata,103,1300.0,shirt,clothing,online,Bangalore,2025-11-22,4,NetBanking,0.2,Jua****,XXXXXX4818,successful,5200.0
117,937,Nicole Woods,107,50000.0,dining table,FURN,online,Mumbai,2025-07-28,4,NetBanking,0.35,Nic****,XXXXXX9075,successful,200000.0
118,206,Kevin Cox,105,45000.0,tv,ELEC,online,Chennai,2025-04-18,1,UPI,0.4,Kev****,XXXXXX5408,successful,45000.0
119,822,Christine Rivera,101,250000.0,laptop,ELEC,online,Hyderabad,2026-02-24,2,NetBanking,0.25,Chr****,XXXXXX6621,successful,500000.0
120,618,Alan Torres,110,45000.0,microwave,HOME,offline,Chennai,2025-09-23,5,Card,0.25,Ala****,XXXXXX3305,successful,225000.0
121,175,Shelby Casey,109,65000.0,refrigerator,HOME,offline,Hyderabad,2025-05-30,1,Card,0.25,She****,XXXXXX1133,successful,65000.0
122,549,Jacob Hopkins,102,70000.0,phone,Electronics,online,Bangalore,2025-05-17,4,Cash,0.15,Jac****,XXXXXX6590,successful,280000.0
123,387,Kenneth Rocha,110,45000.0,microwave,Home Appliances,offline,Mumbai,2025-06-30,5,UPI,0.3,Ken****,XXXXXX3283,successful,225000.0
124,592,Timothy Medina,104,8000.0,shoes,CLOTH,offline,Delhi,2026-03-04,3,Card,0.35,Tim****,XXXXXX8501,successful,24000.0
125,580,Meredith Walker,107,50000.0,dining table,furniture,offline,Chennai,2025-10-13,2,Card,0.25,Mer****,XXXXXX7146,successful,100000.0
126,17,Duane Hall,101,250000.0,laptop,ELEC,online,Bangalore,2026-02-25,1,Card,0.15,Dua****,XXXXXX1149,successful,250000.0
126,17,Duane Hall,101,250000.0,laptop,ELEC,online,Bangalore,2026-02-25,1,Card,0.15,Dua****,XXXXXX1149,failed,250000.0
127,115,Linda Graham,101,250000.0,laptop,ELEC,online,Chennai,2026-03-24,1,UPI,0.4,Lin****,XXXXXX1568,successful,250000.0
127,115,Linda Graham,101,250000.0,laptop,ELEC,online,Chennai,2026-03-24,1,UPI,0.4,Lin****,XXXXXX1568,failed,250000.0
128,710,April Moore,101,250000.0,laptop,Electronics,offline,Mumbai,2025-07-22,3,Cash,0.3,Apr****,XXXXXX1176,successful,750000.0
129,150,Donald Bradley,104,8000.0,shoes,Clothing,offline,Mumbai,2026-01-17,5,Cash,0.4,Don****,XXXXXX9420,successful,40000.0
130,149,Ashley Mejia,103,1300.0,shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,Ash****,XXXXXX6443,successful,1300.0
130,149,Ashley Mejia,103,1300.0,shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,Ash****,XXXXXX6443,failed,1300.0
131,274,Joseph Parker,107,50000.0,dining table,Furniture,online,Bangalore,2026-01-06,1,UPI,0.15,Jos****,XXXXXX9206,successful,50000.0
132,173,Joshua Smith,109,65000.0,refrigerator,Home Appliances,online,Delhi,2025-06-07,2,UPI,0.4,Jos****,XXXXXX7378,successful,130000.0
134,702,Robert Jackson,108,15000.0,mixer grinder,Home Appliances,online,Delhi,2025-09-30,1,UPI,0.05,Rob****,XXXXXX6138,successful,15000.0
135,362,David Wells,101,64281.60052049447,laptop,ELEC,offline,Bangalore,2025-11-25,5,Cash,0.2,Dav****,XXXXXX9722,successful,321408.0026024723
136,863,Travis Morgan,101,250000.0,laptop,Electronics,online,Bangalore,2025-05-24,1,Card,0.15,Tra****,XXXXXX4457,successful,250000.0
137,38,Laura Shelton,103,1300.0,shirt,clothing,online,Bangalore,2026-02-08,4,Card,0.05,Lau****,XXXXXX7405,successful,5200.0
138,432,Charles Nelson,103,1300.0,shirt,CLOTH,offline,Mumbai,2026-02-22,4,NetBanking,0.4,Cha****,XXXXXX1774,successful,5200.0
139,907,Jeffrey Mccall,109,65000.0,refrigerator,home appliances,online,Hyderabad,2026-02-17,4,NetBanking,0.05,Jef****,XXXXXX4650,successful,260000.0
140,400,Brenda Johnson,101,250000.0,laptop,ELEC,online,Chennai,2025-06-09,4,NetBanking,0.1,Bre****,XXXXXX8393,successful,1000000.0
141,180,Chelsea Meyer,103,1300.0,shirt,CLOTH,online,Bangalore,2025-11-07,4,Card,0.1,Che****,XXXXXX6560,successful,5200.0
142,137,Kathleen Douglas,107,50000.0,dining table,FURN,online,Mumbai,2025-09-26,1,Cash,0.15,Kat****,XXXXXX6544,successful,50000.0
143,313,Mary Lowe,107,50000.0,dining table,FURN,offline,Delhi,2026-12-04,3,UPI,0.35,Mar****,XXXXXX2640,successful,150000.0
144,718,Rebecca Mills,103,1300.0,shirt,Clothing,online,Delhi,2026-03-21,2,Card,0.1,Reb****,XXXXXX1168,successful,2600.0
145,975,Jacqueline Doyle,109,65000.0,refrigerator,Home Appliances,offline,Hyderabad,2026-01-12,3,Card,0.1,Jac****,XXXXXX0490,successful,195000.0
146,311,Juan Murphy,103,1300.0,shirt,CLOTH,offline,Bangalore,2025-10-29,2,NetBanking,0.1,Jua****,XXXXXX7160,successful,2600.0
147,111,Alyssa Mitchell,107,50000.0,dining table,Furniture,online,Hyderabad,2025-09-08,4,Card,0.35,Aly****,XXXXXX2386,successful,200000.0
148,139,Melissa Peterson,104,8000.0,shoes,CLOTH,offline,Mumbai,2025-07-09,3,NetBanking,0.25,Mel****,XXXXXX2133,successful,24000.0
149,644,John Parrish,102,70000.0,phone,ELEC,offline,Delhi,2026-04-04,4,Card,0.2,Joh****,XXXXXX7481,successful,280000.0
150,917,Alexandria Marks,105,64281.60052049447,tv,ELEC,online,Hyderabad,2025-04-11,2,Cash,0.4,Ale****,XXXXXX3519,successful,128563.20104098893
151,294,Jared Moreno,101,250000.0,laptop,electronics,online,Hyderabad,2026-04-01,1,NetBanking,0.4,Jar****,XXXXXX7809,successful,250000.0
152,171,Michael Church,105,45000.0,tv,Electronics,online,Hyderabad,2025-06-26,1,NetBanking,0.3,Mic****,XXXXXX4681,successful,45000.0
153,1,Karen Pollard,108,64281.60052049447,mixer grinder,Home Appliances,offline,Hyderabad,2026-04-10,3,NetBanking,0.15,Kar****,XXXXXX6363,successful,192844.80156148341
154,835,Juan Watkins,102,64281.60052049447,phone,electronics,online,Delhi,2026-01-31,4,UPI,0.3,Jua****,XXXXXX2580,successful,257126.40208197787
155,363,Leonard Travis,105,45000.0,tv,ELEC,online,Delhi,2025-06-07,3,Card,0.1,Leo****,XXXXXX0472,successful,135000.0
156,334,Brenda Gonzales,109,65000.0,refrigerator,HOME,online,Chennai,2025-05-11,5,Card,0.3,Bre****,XXXXXX1783,successful,325000.0
157,39,Megan Jones,102,70000.0,phone,electronics,online,Hyderabad,2026-01-03,1,UPI,0.25,Meg****,XXXXXX0686,successful,70000.0
158,892,Logan Hayes,110,45000.0,microwave,home appliances,offline,Mumbai,2026-02-17,4,Card,0.15,Log****,XXXXXX0803,successful,180000.0
159,570,Donald Carter,103,1300.0,shirt,CLOTH,offline,Chennai,2025-05-08,1,Cash,0.2,Don****,XXXXXX0219,successful,1300.0
160,152,Levi Leon,109,65000.0,refrigerator,Home Appliances,online,Chennai,2025-06-06,3,Cash,0.15,Lev****,XXXXXX3306,successful,195000.0
161,944,Julie Rodriguez,104,8000.0,shoes,clothing,offline,Delhi,2025-08-29,3,Cash,0.1,Jul****,XXXXXX0779,successful,24000.0
162,197,Gabriel Mills,103,1300.0,shirt,Clothing,online,Mumbai,2025-11-15,5,NetBanking,0.25,Gab****,XXXXXX4137,successful,6500.0
163,256,Nicole Williams,104,8000.0,shoes,clothing,offline,Chennai,2025-10-08,2,NetBanking,0.15,Nic****,XXXXXX1732,successful,16000.0
164,993,Julie Wade,109,65000.0,refrigerator,HOME,online,Bangalore,2025-04-21,2,Card,0.2,Jul****,XXXXXX9325,successful,130000.0
165,525,Laura Barajas,106,80000.0,sofa,FURN,offline,Bangalore,2025-08-09,1,Cash,0.05,Lau****,XXXXXX1400,successful,80000.0
166,976,Paula Rogers,101,250000.0,laptop,Electronics,offline,Chennai,2025-11-13,5,UPI,0.25,Pau****,XXXXXX1725,successful,1250000.0
167,820,Mary Goodwin,103,1300.0,shirt,clothing,online,Delhi,2026-03-09,3,Card,0.2,Mar****,XXXXXX9201,successful,3900.0
168,92,Kelly Chang,101,250000.0,laptop,ELEC,offline,Chennai,2025-06-03,5,Card,0.25,Kel****,XXXXXX9379,successful,1250000.0
169,721,Robert Villa,102,70000.0,phone,ELEC,online,Mumbai,2025-10-31,5,Cash,0.35,Rob****,XXXXXX1453,successful,350000.0
170,893,Taylor Walton,110,45000.0,microwave,home appliances,online,Delhi,2025-04-29,4,UPI,0.2,Tay****,XXXXXX5386,successful,180000.0
171,871,Joel Hall,102,70000.0,phone,ELEC,online,Chennai,2026-01-20,3,UPI,0.2,Joe****,XXXXXX5629,successful,210000.0
172,5,Kathleen Olson,103,1300.0,shirt,CLOTH,online,Hyderabad,2025-04-16,5,Cash,0.3,Kat****,XXXXXX9805,successful,6500.0
173,368,Emily Scott,107,50000.0,dining table,FURN,offline,Mumbai,2026-02-20,4,Card,0.3,Emi****,XXXXXX9634,successful,200000.0
174,97,Joseph Nolan,105,45000.0,tv,ELEC,online,Bangalore,2025-10-09,2,NetBanking,0.4,Jos****,XXXXXX3593,successful,90000.0
175,22,James Walters,110,45000.0,microwave,Home Appliances,online,Chennai,2025-09-13,5,Cash,0.05,Jam****,XXXXXX4842,successful,225000.0
176,260,Cynthia Fields,107,50000.0,dining table,Furniture,offline,Chennai,2025-09-20,5,Cash,0.4,Cyn****,XXXXXX5111,successful,250000.0
177,164,Shawn Stewart,107,50000.0,dining table,FURN,online,Chennai,2025-09-04,4,Card,0.05,Sha****,XXXXXX4854,successful,200000.0
177,164,Shawn Stewart,107,50000.0,dining table,FURN,online,Chennai,2025-09-04,4,Card,0.05,Sha****,XXXXXX4854,failed,200000.0
178,288,Darren Parker,102,70000.0,phone,ELEC,online,Hyderabad,2025-08-07,4,NetBanking,0.35,Dar****,XXXXXX3569,successful,280000.0
179,565,Craig Moore,105,45000.0,tv,ELEC,offline,Mumbai,2025-08-08,3,Cash,0.2,Cra****,XXXXXX2911,successful,135000.0
180,500,Katelyn Garza,108,15000.0,mixer grinder,HOME,offline,Bangalore,2025-12-23,5,Cash,0.1,Kat****,XXXXXX0083,successful,75000.0
